id,gen,sp,ssp,en,lat,lng,alt,q,type,rec,rmk,bird-seen
460578,Otus,spilocephalus,,Mountain Scops Owl,30.0767,80.2333,2200,B,call,Ramnarayan,"Bird was on a upper parts of a middle storey tree (Neolitsea) bird was not seen but its position located by its call.

Habitat - fringe of Cold Temperate Forest",no
389609,Otus,spilocephalus,,Mountain Scops Owl,30.3005,78.4223,2000,B,call,Suniti Bhushan Datta,"Recording was edited to remove excessive hiss.
Chir (Pinus roxburghii) plantation, with surrounding Deodar (Cedrus deodara) and Banj-Oak (Quercus leucotrichophora) forest.
Clear pre-dawn. Temperature about 14-15 degrees C.",no
470088,Otus,spilocephalus,,Mountain Scops Owl,27.1567,92.4606,2400,C,call,Ramit Singal,,no
356031,Otus,spilocephalus,,Mountain Scops Owl,30.0767,80.2333,2200,C,call,Ramnarayan,"Habitat - Fringe of Himalayan Cold temperate forests, Bird was probably low on an Alder. When approaching the area the owl was calling from it stopped calling.  And was heard calling again from a short distance away.",no
288509,Otus,spilocephalus,,Mountain Scops Owl,31.52,77.8,2200,C,call,Lakshminarasimha Ranganathan,,no
74061,Otus,spilocephalus,huttoni,Mountain Scops Owl,29.423,79.426,2200,D,song,Mike Nelson,Two distant birds but several more out of recording reach were heard around the lodge.,no
409518,Otus,bakkamoena,,Indian Scops Owl,10.7589,78.8132,90,no score,call,Amol Mande,,no
546881,Otus,bakkamoena,,Indian Scops Owl,11.1025,76.7819,650,A,"call, life stage uncertain, sex uncertain",Nikunj Jambu,,no
369389,Otus,bakkamoena,,Indian Scops Owl,10.1128448,76.70223,,A,song,Peter Boesman,,unknown
310619,Otus,bakkamoena,,Indian Scops Owl,15.5286,73.8357,10,A,call,Tejaswini Limaye,,no
141663,Otus,bakkamoena,,Indian Scops Owl,12.9848,77.5815,950,A,call,Pia ,Recording was not modified. Recorded at 12 midnight. Sounds came from a Breadfruit tree and Wax apple tree. The bird was at a 1st floor of a building height in the tree. Bird hasn't been spotted till today. Bird would sense my movements and stop its call even in the darkness.,no
19739,Otus,bakkamoena,bakkamoena,Indian Scops Owl,10.4395,76.8703,?,A,call,David Farrow,chuntering call,unknown
547607,Otus,bakkamoena,,Indian Scops Owl,13.0713,77.5798,,B,call,Andrew Spencer,Various calls from two begging juveniles. Lots of talking in the background. Archived at the Macaulay Library as ML174671461,yes
433063,Otus,bakkamoena,,Indian Scops Owl,12.9912,80.2363,10,B,call,Vivek Puliyeri,,no
412561,Otus,bakkamoena,,Indian Scops Owl,12.832,80.0382,50,B,call,Sreekumar Chirukandoth,"There were three individuals 'hissing' from near by locations. While two eventually flew down to perch on poles erected in the garden, one could only be heard. Though only the hiss could be captured in the microphone, it was preceded with a very faint moan.",yes
304586,Otus,bakkamoena,,Indian Scops Owl,15.4557,74.0495,20,B,"alarm call, call",Dattaram Phadte,"This alarm call was heard for 3 continuous nights, particularly after midnight. The sampling site is located on the bank of river Mhadei. The bird is spotted regularly in the area and are present in good numbers. If we here closely in the very beginning of the call and at 0:39 another individual can be heard uttering just a single note. The possibility of the bird getting alarmed by my presence is less, as the individual was present aprx 60 meters from me and was having a good canopy cover. Plus the alarm call had started way after I had settled down at my position. There is one more interesting sound after 12:45 which resembles that of something charging away, after 
which the call lowers and eventually stops. 
XC215940 was used as a reference call.",no
303713,Otus,bakkamoena,,Indian Scops Owl,27.2051,77.5103,180,B,call,Yogesh Patel,,no
264268,Otus,bakkamoena,,Indian Scops Owl,10.1369,76.4567,20,B,call,Dilip KG,There were two birds calling; The initial call which is somewhat lengthy is missing in this recording; the other bird accompaniedthe first one in a duet which was also missed,no
233805,Otus,bakkamoena,,Indian Scops Owl,13.0649,77.5713,900,B,call,Ankit Vikrant,,no
233804,Otus,bakkamoena,,Indian Scops Owl,13.0206,77.5701,950,B,call,Ankit Vikrant,,no
215940,Otus,bakkamoena,,Indian Scops Owl,19.5693,73.2426,90,B,"alarm call, call",Sushant more,Owl pair was calling from ficus tree continuesly,no
209495,Otus,bakkamoena,,Indian Scops Owl,11.2759,76.2188,40,B,call,Vivek Puliyeri,,no
201582,Otus,bakkamoena,,Indian Scops Owl,30.2845,77.9743,600,B,call,Lakshminarasimha Ranganathan,,no
174579,Otus,bakkamoena,,Indian Scops Owl,30.2677,78.0359,600,B,"call, song",Ashutosh Singh,,yes
170101,Otus,bakkamoena,,Indian Scops Owl,12.026,79.8492,30,B,call,Pronoy Baidya,"Editing: Recording was filtered to reduce the sound of a passing by vehicle.
Habitat: In general, a degraded scrub jungle. The bird was perched on a Peltophorum pterocarpum tree along the road side.
Other Notes:  It was making these monotonous calls at regular intervals. The bird was not clearly visible to distinguish other morphological features, at the time of recording.",yes
166140,Otus,bakkamoena,marathae,Indian Scops Owl,21.5834,77.3334,650,B,song,Frank Lambert,"Calling in response to playback, just before dawn. The call/song is very quiet.",yes
146390,Otus,bakkamoena,,Indian Scops Owl,11.0822,76.7869,850,B,call,Rajan Pilakandy,,yes
105862,Otus,bakkamoena,,Indian Scops Owl,21.724,73.793,?,B,call,vir joshi,,unknown
469472,Otus,bakkamoena,,Indian Scops Owl,12.9912,80.2363,10,C,call,Vivek Puliyeri,,no
469360,Otus,bakkamoena,,Indian Scops Owl,12.9912,80.2363,10,C,call,Vivek Puliyeri,,no
454320,Otus,bakkamoena,,Indian Scops Owl,25.135,72.6766,180,C,call,Ross Gallardy,,yes
408103,Otus,bakkamoena,,Indian Scops Owl,12.8321,80.0382,50,C,flight call,Sreekumar Chirukandoth,This bird was calling from a tree. As I tried to locate it it apparently flew off calling,no
356747,Otus,bakkamoena,,Indian Scops Owl,15.0116,74.2364,550,C,call,Pronoy Baidya,,no
296427,Otus,bakkamoena,,Indian Scops Owl,11.2759,76.2188,30,C,call,Vivek Puliyeri,,no
369390,Otus,bakkamoena,,Indian Scops Owl,10.1128448,76.70223,,D,song,Peter Boesman,,unknown
234093,Otus,bakkamoena,,Indian Scops Owl,13.0649,77.5713,900,D,call,Ankit Vikrant,Noise reduction used. This place has very few trees and many buildings around.,no
216497,Otus,bakkamoena,bakkamoena,Indian Scops Owl,13.0206,77.5701,950,D,call,Ankit Vikrant,Noise reduction used.,yes
369391,Otus,bakkamoena,,Indian Scops Owl,10.1128448,76.70223,,E,call,Peter Boesman,Alarm call,unknown
530544,Otus,lettia,,Collared Scops Owl,26.9166,88.4022,1100,A,"adult, call, sex uncertain",Sandeep Ramz,,yes
412607,Otus,lettia,,Collared Scops Owl,26.1903,91.692,60,A,call,Jayakrishnan U,,no
304565,Otus,lettia,lettia,Collared Scops Owl,30.3622,79.3166,950,A,"call, song",Viral joshi,,no
295955,Otus,lettia,,Collared Scops Owl,23.6853,87.6715,60,A,call,Sagar Adhurya,,no
332259,Otus,lettia,,Collared Scops Owl,29.4074,79.0524,320,B,call,Balwant Negi,,no
247687,Otus,lettia,,Collared Scops Owl,25.5893,94.3896,1200,B,call,Mandar Bhagat,,yes
319525,Otus,lettia,,Collared Scops Owl,24.4334,92.3288,40,C,call,Vijay Anand Ismavel,Looks like one of the Scops Owls - probably a juvenile. Photograph identified as Collared Scops Owl. The call is the hoarse sound at the beginning and end of the recording.,yes
402845,Otus,brucei,,Pallid Scops Owl,23.5351,87.3447,80,A,call,Sagar Adhurya,,no
493779,Otus,sunia,sunia,Oriental Scops Owl,22.0083,88.762,0,A,call,Dibyendu Ash,"Same bird as XC493754, it has an addition low level note before every ground note.",no
493754,Otus,sunia,sunia,Oriental Scops Owl,22.0083,88.762,0,A,call,Dibyendu Ash,,no
369395,Otus,sunia,,Oriental Scops Owl,11.5156,92.7116,,A,song,Peter Boesman,,unknown
369394,Otus,sunia,,Oriental Scops Owl,11.5156,92.7116,,A,song,Peter Boesman,Song of two birds.,unknown
369393,Otus,sunia,,Oriental Scops Owl,11.5156,92.7116,,A,song,Peter Boesman,,unknown
358391,Otus,sunia,,Oriental Scops Owl,19.1117,73.1748,440,A,call,Kuldeep Mhatre,"Habitat: Thick forest, on mountain edge
Behavior: Kept calling for almost 4 minutes",yes
356748,Otus,sunia,,Oriental Scops Owl,15.0116,74.2364,550,A,call,Pronoy Baidya,,yes
314996,Otus,sunia,,Oriental Scops Owl,19.2515,73.3879,70,A,call,Sushant more,Bird was calling from  Moha  tree  (Madhuca Longifolia) in open area on edge of Hill forest which is mixture of deciduous and evergreen forest on slopes.,yes
217789,Otus,sunia,,Oriental Scops Owl,15.399,74.176,100,A,"Response to call playback, call",Sudipto Roy,"Just after darkness fell at Backwoods Camp, the birding guide played its call a few times near a specific location. The bird came flying. Perched on a tree. Hooted for about a minute or so. Flew back. Please use the call responsibly as it can frighten lot of smaller birds.",yes
214019,Otus,sunia,,Oriental Scops Owl,14.9721,74.1471,110,A,call,Pankaj Lad,,no
213910,Otus,sunia,modestus,Oriental Scops Owl,11.511,92.6905,30,A,song,Brian Cox,Same as XC213909. Perched low down on forest edge in response to playback. Clear night with 3/4 moon.,yes
507432,Otus,sunia,,Oriental Scops Owl,15.4346,74.0985,320,B,call,Andrew Mascarenhas,At dusk with several birds settling down to roost,no
451143,Otus,sunia,,Oriental Scops Owl,17.8395,81.6434,100,B,call,Raja sekhar,,no
444324,Otus,sunia,,Oriental Scops Owl,,,500,B,call,KALYAN SINGH SAJWAN,,no
396844,Otus,sunia,,Oriental Scops Owl,15.437,74.1015,220,B,call,Able Lawrence,,yes
396843,Otus,sunia,,Oriental Scops Owl,15.437,74.1015,220,B,call,Able Lawrence,,yes
369392,Otus,sunia,,Oriental Scops Owl,11.5156,92.7116,,B,call,Peter Boesman,,unknown
369388,Otus,sunia,,Oriental Scops Owl,10.106731,76.706017,,B,song,Peter Boesman,,unknown
327256,Otus,sunia,,Oriental Scops Owl,29.3969,79.128,345,B,song,Balwant Negi,,no
312463,Otus,sunia,,Oriental Scops Owl,29.4725,79.1681,460,B,"call, song",Prashant Kumar,,no
299061,Otus,sunia,,Oriental Scops Owl,14.9721,74.1471,110,B,call,Mandar Bhagat,,yes
267356,Otus,sunia,,Oriental Scops Owl,10.5204,76.434,150,B,call,Vivek Puliyeri,,no
213909,Otus,sunia,modestus,Oriental Scops Owl,11.511,92.6905,30,B,song,Brian Cox,Same as  XC213910. Perched low down on forest edge in response to playback. Clear night with 3/4 moon.,yes
96864,Otus,sunia,,Oriental Scops Owl,20.692,73.535,10,B,call,vir joshi,,unknown
42503,Otus,sunia,,Oriental Scops Owl,26.6667,93.3501,80,B,song,Martin Fowlie,,unknown
21200,Otus,sunia,modestus,Oriental Scops Owl,12.1667,92.7639,20,B,song,Mathias Ritschard,,unknown
542718,Otus,sunia,,Oriental Scops Owl,11.4848,92.7103,50,C,"adult, call, sex uncertain",Radhika Ananthakrishnan,,yes
490494,Otus,sunia,,Oriental Scops Owl,10.4715,76.844,750,C,call,Sreekumar Chirukandoth,"The bird was calling from afar, behind an occupied staff quarters.",no
490493,Otus,sunia,,Oriental Scops Owl,10.4715,76.844,750,C,call,Sreekumar Chirukandoth,"The bird was calling from afar, behind an occupied staff quarters.",no
490346,Otus,sunia,,Oriental Scops Owl,10.3952,76.7698,600,C,call,Abhin M Sunil,,no
469475,Otus,sunia,,Oriental Scops Owl,10.4084,76.7191,500,C,call,Vivek Puliyeri,,no
118368,Otus,sunia,,Oriental Scops Owl,15.1635,74.6381,500,C,call,Seshadri KS,"The recording was made as a video on a Nikon D 90 Camera. Was converted to MP3, Normalized, background noise reduced using a low pass filter and then the calls were amplified to suit the quality heard in the field. The call itself was coming from a distant place.",no
42319,Otus,sunia,rufipennis,Oriental Scops Owl,9.774,77.124,800,C,Song,Yong Ding Li,,yes
318814,Otus,sunia,,Oriental Scops Owl,15.4394,74.1009,190,D,call,Shashikant S Naik,Night trail in Bondla WLS Goa,no
266688,Otus,sunia,,Oriental Scops Owl,11.2759,76.2188,40,D,call,Vivek Puliyeri,,no
237541,Otus,sunia,,Oriental Scops Owl,11.8796,76.0959,750,D,"call, common  hawk cuckoo",Dilip KG,distant call,no
284534,Otus,sunia,,Oriental Scops Owl,11.0628,76.5382,550,E,call,Vivek Puliyeri,,no
295561,Otus,alius,,Nicobar Scops Owl,6.9989,93.9047,40,B,call,Sudhir Garg,Heard some regular calls on a nearby palm/ coconut tree.. it was loud and continuous.. able to manage recording and saw him flying in torch light .. later we found one more near the guest house we were staying.. very loud and sitting pretty..  and after that number of them a Galathea bay.. where we had gone for the illusive Nicobar Megapod. these owls didint allowed us to sleep all night calling loudly at regular intervals... later got some call of Megapod also ..mixed with Nicobar Scops owl.. will upload shortly,yes
295864,Otus,alius,,Nicobar Scops Owl,6.8224,93.8665,30,C,"call, some night insects only",Sudhir Garg,,yes
409708,Bubo,bengalensis,,Indian Eagle-Owl,25.135,72.6766,180,A,song,Frank Lambert,,yes
457554,Bubo,bengalensis,,Indian Eagle-Owl,22.0441,72.0203,10,B,call,Viral Patel & Pankaj Maheria,Rock Eagle Owl perched on balcony of a old  abandoned house in middle of the grassland while calling.,yes
195652,Bubo,bengalensis,,Indian Eagle-Owl,21.577,71.315,100,B,"call, female, male",vir joshi,,yes
442486,Bubo,nipalensis,,Spot-bellied Eagle-Owl,16.2497,78.765,800,A,"call, female, male, song",Fareed Mohmed,Male was calling and female was responding. this went on for about 30 minutes.,yes
212914,Bubo,nipalensis,,Spot-bellied Eagle-Owl,29.2779,79.3399,380,A,call,KALYAN SINGH SAJWAN,,yes
201045,Bubo,nipalensis,,Spot-bellied Eagle-Owl,26.5728,93.4128,110,A,song,Frank Lambert,,no
255682,Bubo,nipalensis,,Spot-bellied Eagle-Owl,29.3657,79.4088,1800,B,call,vir joshi,,yes
390587,Bubo,nipalensis,,Spot-bellied Eagle-Owl,16.2744,78.722,850,C,Territorial call,Fareed Mohmed,,yes
383577,Bubo,nipalensis,,Spot-bellied Eagle-Owl,11.2759,76.2188,30,C,call,Vivek Puliyeri,Recorded by my father from our home.,no
293736,Bubo,nipalensis,,Spot-bellied Eagle-Owl,15.5828,74.2197,90,C,call,Pronoy Baidya,,no
172340,Bubo,nipalensis,,Spot-bellied Eagle-Owl,11.743,77.56,1014,C,call,Patrick David,"The bird was sighted perched on an huge Acacia auriculiformis tree in the Tamaraikarai guest house campus. The bird was perched 10-15 metres above ground. The bird was huge.  

The file has been edited to reduce the length of the recording",yes
391346,Bubo,nipalensis,,Spot-bellied Eagle-Owl,16.3691,78.7291,650,D,call,Ajinkya Supekar,,yes
369058,Bubo,nipalensis,,Spot-bellied Eagle-Owl,10.1451423,76.7280006,,D,call,Peter Boesman,"Call of a distant bird (later seen at close range, but remaining silent).",unknown
472591,Bubo,coromandus,,Dusky Eagle-Owl,27.1593,77.5232,,A,Song,Peter Boesman,Song of a pair.,unknown
472592,Bubo,coromandus,,Dusky Eagle-Owl,27.1593,77.5232,,B,Song,Peter Boesman,Song of a pair.,unknown
207751,Bubo,coromandus,,Dusky Eagle-Owl,27.182,77.5165,180,B,call,vir joshi,,yes
109128,Bubo,coromandus,,Dusky Eagle-Owl,27.1501,77.5001,180,B,song,Antero Lindholm,Grey Francolin very prominent,unknown
542628,Ketupa,zeylonensis,,Brown Fish Owl,11.5347,75.7054,30,A,call,Sathyan Meppayur,,yes
361783,Ketupa,zeylonensis,,Brown Fish Owl,17.5592,73.4701,0,A,call,Vishal Jadhav,Owl coming on Nest and calling,yes
138098,Ketupa,zeylonensis,,Brown Fish Owl,17.7077,73.6069,750,A,call,Pankaj Koparde,At the edge of semi-evergreen forest. It was calling continuously.,no
304563,Ketupa,zeylonensis,,Brown Fish Owl,21.0008,70.7616,110,C,"call, female, male",Viral joshi,,yes
138097,Ketupa,zeylonensis,,Brown Fish Owl,17.7077,73.6069,750,C,call,Pankaj Koparde,The habitat was edge of semi-evergreen forest,no
107110,Ketupa,zeylonensis,,Brown Fish Owl,20.692,73.5348,?,C,call ,vir joshi,immature bird call,unknown
322364,Ketupa,flavipes,,Tawny Fish Owl,,,1400,B,"alarm call, call",KALYAN SINGH SAJWAN,,yes
537854,Strix,ocellata,,Mottled Wood Owl,11.5347,75.7054,30,A,call,Sathyan Meppayur,,yes
537771,Strix,ocellata,,Mottled Wood Owl,11.5347,75.7054,30,A,call,Sathyan Meppayur,,yes
473551,Strix,ocellata,grandis,Mottled Wood Owl,10.1128,76.7022,40,A,call,Frank Lambert,,no
460758,Strix,ocellata,,Mottled Wood Owl,19.6264,73.2741,194,A,"call, female, male, song",Peter de Rouw,"Duetting, presumably a pair.  Same recording as XC460757, but somewhat amplified.",no
454348,Strix,ocellata,,Mottled Wood Owl,19.6161,73.2614,140,A,song,Ross Gallardy,,yes
285582,Strix,ocellata,,Mottled Wood Owl,11.0932,76.787,650,A,"begging call, call",Pankaj Koparde,This is tamed bird rescued by some of the researchers. I think this is the begging call of the species.,yes
276717,Strix,ocellata,,Mottled Wood Owl,10.1369,76.4567,20,A,call,Dilip KG,solo,no
149335,Strix,ocellata,,Mottled Wood Owl,21.5834,77.3334,650,A,"female, male, song",Frank Lambert,"A duet. Subspecies maybe grisescens? Same pair as on XC128102, XC149334",yes
149334,Strix,ocellata,,Mottled Wood Owl,21.5834,77.3334,650,A,"female, male, song",Frank Lambert,A duet. Subspecies maybe grisescens? Same pair as on XC128102,yes
128102,Strix,ocellata,grisescens,Mottled Wood Owl,21.5834,77.3334,650,A,song,Frank Lambert,A pair calling prior to dawn in tall trees on a steep slope,yes
97304,Strix,ocellata,,Mottled Wood Owl,21.68,73.754,10,A,call,vir joshi,,unknown
460757,Strix,ocellata,,Mottled Wood Owl,19.6264,73.2741,194,B,"call, female, male, song",Peter de Rouw,"Duetting, presumably a pair.",no
460756,Strix,ocellata,,Mottled Wood Owl,19.6264,73.2741,194,B,call,Peter de Rouw,,no
460755,Strix,ocellata,,Mottled Wood Owl,19.6264,73.2741,194,B,call,Peter de Rouw,,no
381937,Strix,ocellata,,Mottled Wood Owl,19.8762,75.3433,600,B,call,Ameya Deshpande,,no
234063,Strix,ocellata,,Mottled Wood Owl,13.0206,77.5701,950,B,call,Ankit Vikrant,"Heard near Jubilee Gardens, IISc.",no
234049,Strix,ocellata,,Mottled Wood Owl,13.0206,77.5701,950,B,"call, female, male",Ankit Vikrant,,yes
233803,Strix,ocellata,,Mottled Wood Owl,13.0206,77.5701,950,B,Pair Call,Ankit Vikrant,,no
169974,Strix,ocellata,,Mottled Wood Owl,12.948,77.5861,900,B,call,Akhilesh Magal,"Habitat: Owl was perched on a bamboo clump.
Behavior: The owl spotted us in all probability, because it stopped calling. We have to wait for nearly 3-4 minutes before it re-started its calls. On getting slightly closer, we could spot the silhouette, but failed to notice the details as the light was failing. We perhaps startled it by approaching too close that it took flight to the next tree at some distance away.",yes
128366,Strix,ocellata,,Mottled Wood Owl,20.7837,73.7478,600,B,"call, female, male",Nikunj Jambu,"listen till the end of the call.. its continous between 35- 60 sec time frame..

location: dangs, gujarat, india",unknown
460753,Strix,ocellata,,Mottled Wood Owl,19.6264,73.2741,220,C,call,Peter de Rouw,,no
393811,Strix,ocellata,,Mottled Wood Owl,12.0126,79.8201,20,C,call,Chloé,Couple answering at sunset. Sky already dark,no
348624,Strix,ocellata,,Mottled Wood Owl,23.3092,72.6031,200 mt.,C,"call, song",Amit gond,,unknown
330053,Strix,ocellata,,Mottled Wood Owl,19.527,73.3169,190,C,"call, song",Yogesh Patel,,unknown
234470,Strix,ocellata,,Mottled Wood Owl,13.0206,77.5701,950,C,Distress call of 2 mottled wood owls,Ankit Vikrant,"Calls were recorded when the 2 owls were being mobbed, first by crows and later drongos!",yes
234061,Strix,ocellata,,Mottled Wood Owl,13.0206,77.5701,950,C,call,Ankit Vikrant,,no
215269,Strix,ocellata,,Mottled Wood Owl,23.3298,83.3894,600,C,call,Pankaj Koparde,call was amplified (5X) in Raven Lite 1.0,no
52319,Strix,ocellata,,Mottled Wood Owl,,,12,C,call,Dilip KG,call and reply call of mate,unknown
24069,Strix,ocellata,,Mottled Wood Owl,12.971104,77.622528,920,C,call,David Bradley,Pair counter-calling,unknown
24068,Strix,ocellata,,Mottled Wood Owl,12.971104,77.622528,920,C,call,David Bradley,Pair counter-calling,unknown
280852,Strix,ocellata,,Mottled Wood Owl,10.1178,76.6766,50,E,call,Dhanesh Ayyappan,"Spotted opposite to the CIAL signal station
audio not filtered.",unknown
575369,Strix,leptogrammica,indranee,Brown Wood Owl,18.446,73.4266,600,A,call,Rajgopal Patil,,no
575368,Strix,leptogrammica,,Brown Wood Owl,18.446,73.4266,600,A,call,Rajgopal Patil,,no
494779,Strix,leptogrammica,,Brown Wood Owl,16.9817,73.7852,650,A,call,Kaustubh Machnurkar,Repeatedly calling 30-60 sec,yes
470445,Strix,leptogrammica,,Brown Wood Owl,,,1900,A,call,KALYAN SINGH SAJWAN,,yes
355112,Strix,leptogrammica,,Brown Wood Owl,29.361,79.5314,1400,A,call,Mike Dooher,The Bird called for a long time every 30 seconds or so. I have many longer recordings of this bird from the same location on other days also. If anyone is interested.,no
355111,Strix,leptogrammica,,Brown Wood Owl,29.361,79.5314,1400,A,call,Mike Dooher,The Bird called for a long time every 60 seconds or so. I have many longer recordings of this bird from the same location on other days also. If anyone is interested.,yes
203823,Strix,leptogrammica,,Brown Wood Owl,13.347,74.788,100,A,"call, female, male",Ramit Singal,Female responds to male calling from my residence's compound,no
575371,Strix,leptogrammica,indranee,Brown Wood Owl,18.446,73.4266,600,B,call,Rajgopal Patil,Possibly a juvenile begging for food?,no
575202,Strix,leptogrammica,indranee,Brown Wood Owl,18.446,73.4266,600,B,song,Rajgopal Patil,A single call,no
575193,Strix,leptogrammica,,Brown Wood Owl,18.446,73.4266,600,B,call,Rajgopal Patil,,no
438803,Strix,leptogrammica,,Brown Wood Owl,15.5334,73.8286,40,B,call,Tejaswini Limaye,Bird kept calling for about 15-20 minutes from a high perch.,no
436746,Strix,leptogrammica,,Brown Wood Owl,15.5334,73.8286,40,B,call,Tejaswini Limaye,Individual seen during the day a week ago. Place of recording is dense forest-like and has rich biodiversity.,no
436744,Strix,leptogrammica,,Brown Wood Owl,15.5334,73.8286,40,B,call,Tejaswini Limaye,Two individuals seen in the area after sunset. One individual seen roosting all day in the same area as of the recording a week ago. Bird was heard calling every 15-20 seconds for a long time on most evenings in September usually between 18:00 - 18:30 hrs,no
355113,Strix,leptogrammica,,Brown Wood Owl,29.361,79.5314,1400,B,call,Mike Dooher,,no
338700,Strix,leptogrammica,,Brown Wood Owl,,,1900,B,call,KALYAN SINGH SAJWAN,,no
330201,Strix,leptogrammica,,Brown Wood Owl,,,1940,B,call,KALYAN SINGH SAJWAN,,no
319385,Strix,leptogrammica,,Brown Wood Owl,29.3441,79.5533,1500,B,call,Mandar Bhagat,,no
209940,Strix,leptogrammica,,Brown Wood Owl,13.347,74.789,100,B,"call, male",Ramit Singal,,yes
196967,Strix,leptogrammica,,Brown Wood Owl,15.4346,74.2048,70,B,call,Andrew Mascarenhas,,no
196966,Strix,leptogrammica,,Brown Wood Owl,15.4346,74.2048,70,B,call,Andrew Mascarenhas,,no
179946,Strix,leptogrammica,,Brown Wood Owl,13.2306,75.0484,150,B,"call, juvenile",shivashankar,We heard the call on 26th May also. Noted that there was another juvenile which sounded similar.,yes
169532,Strix,leptogrammica,,Brown Wood Owl,13.2306,75.0484,150,B,song,Ramit Singal,"Male(?) singing, but no response from any other bird nearby. Within reserve forest.",yes
97305,Strix,leptogrammica,,Brown Wood Owl,20.789,73.453,25,B,call,vir joshi,,unknown
82677,Strix,leptogrammica,,Brown Wood Owl,,,35,B,?,Shinith.K.P,,unknown
21878,Strix,leptogrammica,,Brown Wood Owl,27,88.7001,?,B,song,Mathias Ritschard,,unknown
575196,Strix,leptogrammica,,Brown Wood Owl,18.446,73.4266,600,C,call,Rajgopal Patil,,no
510520,Strix,leptogrammica,,Brown Wood Owl,16.0296,73.5915,40,C,"adult, call, sex uncertain",Pankaj Koparde,,no
426930,Strix,leptogrammica,,Brown Wood Owl,27.1567,92.4606,,C,song,Peter Boesman,,unknown
426929,Strix,leptogrammica,,Brown Wood Owl,27.1567,92.4606,,C,song,Peter Boesman,Distant bird.,unknown
359128,Strix,leptogrammica,,Brown Wood Owl,15.4174,74.189,60,C,"call, song",Shashikant S Naik,,yes
473072,Strix,leptogrammica,,Brown Wood Owl,29.3524,79.5283,?,D,Song,Peter Boesman,Heavily filtered.,unknown
473826,Strix,nivicolum,,Himalayan Owl,27.2443,88.7694,2500,A,call,Dibyendu Ash,,yes
395614,Strix,nivicolum,,Himalayan Owl,28.2362,95.9159,2500,B,song,Lonnie Bregman,A three-noted call instead of the usual two-noted one coming from a tree above the road.,no
256532,Strix,nivicolum,,Himalayan Owl,30.4634,79.2737,1600,B,call,Viral joshi,,no
80677,Strix,nivicolum,nivicolum,Himalayan Owl,27.1001,92.4001,2400,B,Song,Josh Engel,Natural vocalization.,unknown
357106,Strix,nivicolum,,Himalayan Owl,30.0767,80.2333,2550,C,call,Ramnarayan,"Bird recorded while recording the calls of the [Cheer Pheasant](http://www.xeno-canto.org/357105) , The Cheer pheasant stopped but the Owl continued. Also heard is an [Himalayan Monal](http://www.xeno-canto.org/357107) at the Beginning of the Call",no
106765,Strix,nivicolum,,Himalayan Owl,27.1001,92.4001,2200,C,song,Frank Lambert,Natural song - distant,unknown
472745,Glaucidium,brodiei,,Collared Owlet,30.48,79.2,,A,Song,Peter Boesman,,unknown
426580,Glaucidium,brodiei,,Collared Owlet,27.1567,92.4606,,A,song,Peter Boesman,,unknown
393906,Glaucidium,brodiei,,Collared Owlet,28.1985,95.8081,800,A,song,Lonnie Bregman,"A common bird to hear, but very difficult to see. Finally this bird was calling close enough, but even when we were standing right beneath the right tree, it took very long to locate it. While trying, we also played some tape to get it to move (in vain), but that was relatively long before the recording so it probably did not have much influence on it. At least two other birds are calling in the background.",yes
157908,Glaucidium,brodiei,brodiei,Collared Owlet,28.187,95.8082,650,A,song,Frank Lambert,Natural song. Same bird as XC157907,yes
157907,Glaucidium,brodiei,brodiei,Collared Owlet,28.187,95.8082,650,A,song,Frank Lambert,Natural song,yes
112834,Glaucidium,brodiei,,Collared Owlet,29.4297,79.4272,2000,A,song,vir joshi,very little owl hardly too seen and very sp. her owl face pattern on upper mantle,yes
21884,Glaucidium,brodiei,,Collared Owlet,28.6333495,94.9747467,?,A,song,Mathias Ritschard,,unknown
547751,Glaucidium,brodiei,,Collared Owlet,30.4648,78.0152,,B,song,Andrew Spencer,Archived at the Macaulay Library as ML172800091,yes
511786,Glaucidium,brodiei,,Collared Owlet,30.043,80.1986,2700,B,"adult, call, sex uncertain",Prashant Kumar,,yes
472744,Glaucidium,brodiei,,Collared Owlet,29.46,79.38,,B,Song,Peter Boesman,,unknown
426581,Glaucidium,brodiei,,Collared Owlet,27.1567,92.4606,,B,song,Peter Boesman,,unknown
424065,Glaucidium,brodiei,,Collared Owlet,27.057,88.5806,1700,B,"call, song",Mike Dooher,,no
329539,Glaucidium,brodiei,,Collared Owlet,29.443,79.418,2200,B,song,Mandar Bhagat,,no
472743,Glaucidium,brodiei,,Collared Owlet,29.46,79.38,,C,Call,Peter Boesman,,unknown
472742,Glaucidium,brodiei,,Collared Owlet,29.43,79.42,,C,Call,Peter Boesman,,unknown
344943,Glaucidium,brodiei,,Collared Owlet,29.361,79.5314,1400,C,call,Mike Dooher,an unknown owl ? calling just before sunrise,no
324475,Glaucidium,brodiei,,Collared Owlet,29.443,79.418,2200,C,call,Mandar Bhagat,,no
306685,Glaucidium,brodiei,,Collared Owlet,,,1750,C,call,KALYAN SINGH SAJWAN,,no
197978,Glaucidium,brodiei,brodiei,Collared Owlet,29.4237,79.4232,1900,C,song,Cedric MROCZKO,"Zoom H2 (44/16)
Audacity (Amplification, High Pass Filter set at 500 Hz)",no
